tbpkid,batch,lc,prov,cnty,lc_prov,lc_cnty
123837,1409,LC200,37,370682,37,370600
123838,1409,LC113,65,650106,61,610400
123839,1409,LC330,61,610502,61,610113
123840,1409,LC200,37,370613,37,370600
123841,1409,LC330,61,610115,61,610113
123842,1409,LC169,61,610221,61,610200
123843,1409,LC344,36,360104,36,360100
123844,1409,LC056,62,620122,62,620100
123845,1409,LC338,32,321322,36,360100
123846,1409,LC330,61,612701,61,610113
123847,1409,LC160,61,612701,61,610103
123848,1409,LC330,61,612524,61,610113
123849,1409,LC024,64,640302,64,640100
123850,1409,LC320,50,500381,32,320100
123851,1409,LC001,62,620105,61,610103
123852,1409,LC009,61,612629,61,610600
123853,1409,LC009,61,612629,61,610600
123854,1409,LC169,61,610221,61,610200
123855,1409,LC091,61,612325,61,610700
123856,1409,LC165,13,130726,13,130100
123857,1409,LC343,61,610582,61,610582
123858,1409,LC199,37,371521,37,371500
123859,1409,LC199,37,370681,37,371500
123860,1409,LC338,32,320586,36,360100
123861,1409,LC327,34,340122,34,340100
123862,1409,LC056,62,620103,62,620100
123863,1409,LC091,62,620122,61,610700
123864,1409,LC091,61,612330,61,610700
123865,1409,LC091,61,612325,61,610700
123866,1409,LC006,61,610125,61,610300
123867,1409,LC330,61,610581,61,610113
123868,1409,LC091,61,612328,61,610700
123869,1409,LC091,61,612327,61,610700
123870,1409,LC091,61,612327,61,610700
123871,1409,LC113,61,610404,61,610400
123872,1409,LC113,61,610422,61,610400
123873,1409,LC031,13,130403,13,130400
123874,1409,LC113,61,610428,61,610400
123875,1409,LC199,37,370686,37,371500
123876,1409,LC160,41,411330,61,610103
123877,1409,LC001,61,610111,61,610103
123878,1409,LC165,13,130181,13,130100
123879,1409,LC165,13,132924,13,130100
123880,1409,LC344,36,360111,36,360100
123881,1409,LC056,62,620102,62,620100
123882,1409,LC338,36,362426,36,360100
123883,1409,LC001,41,410482,61,610103
123884,1409,LC160,61,610629,61,610103
123885,1409,LC106,42,429005,32,320500
123886,1409,LC338,36,362202,36,360100
123887,1409,LC160,23,231011,61,610103
123888,1409,LC199,34,341225,37,371500
123889,1409,LC002,61,610321,61,611000
123890,1409,LC330,61,610524,61,610113
123891,1409,LC004,61,610303,61,610300
123892,1409,LC200,62,620422,37,370600
123893,1409,LC091,61,612328,61,610700
123894,1409,LC113,61,610121,61,610400
123895,1409,LC160,61,610112,61,610103
123896,1409,LC001,61,610502,61,610103
123897,1409,LC031,21,211282,13,130400
123898,1409,LC106,43,432302,32,320500
123899,1409,LC160,35,350583,61,610103
123900,1409,LC330,61,610422,61,610113
123901,1409,LC056,62,620521,62,620100
123902,1409,LC160,61,610629,61,610103
123903,1409,LC160,41,410381,61,610103
123904,1409,LC018,14,142601,14,140800
123905,1409,LC116,61,612701,61,610800
123906,1409,LC024,64,640103,64,640100
123907,1409,LC338,36,360622,36,360100
123908,1409,LC031,13,130481,13,130400
123909,1409,LC004,61,610302,61,610300
123910,1409,LC344,36,362528,36,360100
123911,1409,LC113,61,610124,61,610400
123912,1409,LC106,32,320212,32,320500
123913,1409,LC004,61,610328,61,610300
123914,1409,LC344,36,360403,36,360100
123915,1409,LC327,34,341021,34,340100
123916,1409,LC004,61,610302,61,610300
123917,1409,LC160,61,612526,61,610103
123918,1409,LC344,36,360121,36,360100
123919,1409,LC200,37,370613,37,370600
123920,1409,LC330,61,610527,61,610113
123921,1409,LC349,62,620123,62,621100
123922,1409,LC343,61,610582,61,610582
123923,1409,LC160,61,610526,61,610103
123924,1409,LC200,37,370831,37,370600
123925,1409,LC200,37,370682,37,370600
123926,1409,LC169,61,610221,61,610200
123927,1409,LC113,61,610427,61,610400
123928,1409,LC113,61,610527,61,610400
123929,1409,LC160,37,372925,61,610103
123930,1409,LC160,61,610112,61,610103
123931,1409,LC160,51,510227,61,610103
123932,1409,LC160,61,610323,61,610103
123933,1409,LC160,61,612722,61,610103
123934,1409,LC057,43,433029,36,360100
123935,1409,LC160,61,612723,61,610103
123936,1409,LC160,61,612723,61,610103
123937,1409,LC200,37,370686,37,370600
123938,1409,LC200,37,370686,37,370600
123939,1409,LC330,61,610581,61,610113
123940,1409,LC160,61,612723,61,610103
123941,1409,LC160,61,612723,61,610103
123942,1409,LC003,61,610222,61,610114
123943,1409,LC160,61,612723,61,610103
123944,1409,LC010,61,610402,61,610400
123945,1409,LC334,41,410403,33,330326
123946,1409,LC200,37,371081,37,370600
123947,1409,LC330,61,610523,61,610113
123948,1409,LC056,62,620121,62,620100
123949,1409,LC160,61,610124,61,610103
123950,1409,LC334,41,410403,33,330326
123951,1409,LC330,61,610581,61,610113
123952,1409,LC160,61,610431,61,610103
123953,1409,LC160,42,420804,61,610103
123954,1409,LC160,61,610123,61,610103
123955,1409,LC199,37,371521,37,371500
123956,1409,LC159,41,411325,44,440303
123957,1409,LC338,62,622630,36,360100
123958,1409,LC169,61,610221,61,610200
123959,1409,LC344,44,440301,36,360100
123960,1409,LC160,61,610528,61,610103
123961,1409,LC160,61,610402,61,610103
123962,1409,LC160,61,610429,61,610103
123963,1409,LC160,61,610122,61,610103
123964,1409,LC320,36,362229,32,320100
123965,1409,LC200,37,370687,37,370600
123966,1409,LC160,61,610104,61,610103
123967,1409,LC200,37,370602,37,370600
123968,1409,LC200,37,370684,37,370600
123969,1409,LC200,37,371326,37,370600
123970,1409,LC200,37,370687,37,370600
123971,1409,LC160,61,610581,61,610103
123972,1409,LC112,61,610525,61,610500
123973,1409,LC160,61,610103,61,610103
123974,1409,LC160,61,610431,61,610103
123975,1409,LC113,61,610425,61,610400
123976,1409,LC169,61,612401,61,610200
123977,1409,LC160,32,321028,61,610103
123978,1409,LC169,61,610221,61,610200
123979,1409,LC160,61,612723,61,610103
123980,1409,LC160,61,612722,61,610103
123981,1409,LC160,14,142233,61,610103
123982,1409,LC160,61,612723,61,610103
123983,1409,LC160,62,622723,61,610103
123984,1409,LC113,41,411122,61,610400
123985,1409,LC200,37,370684,37,370600
123986,1409,LC160,61,612723,61,610103
123987,1409,LC160,61,612723,61,610103
123988,1409,LC160,61,612723,61,610103
123989,1409,LC199,37,370702,37,371500
123990,1409,LC160,61,612723,61,610103
123991,1409,LC199,37,370702,37,371500
123992,1409,LC160,15,150207,61,610103
123993,1409,LC160,61,610102,61,610103
123994,1409,LC160,61,612723,61,610103
123995,1409,LC160,61,610103,61,610103
123996,1409,LC160,61,612724,61,610103
123997,1409,LC160,61,612723,61,610103
123998,1409,LC160,61,612723,61,610103
123999,1409,LC160,14,142232,61,610103
124000,1409,LC160,61,612723,61,610103
124001,1409,LC160,61,612701,61,610103
124002,1409,LC160,61,612723,61,610103
124003,1409,LC160,61,610425,61,610103
124004,1409,LC199,13,130728,37,371500
124005,1409,LC165,13,130226,13,130100
124006,1409,LC160,61,612723,61,610103
124007,1409,LC334,14,140428,33,330326
124008,1409,LC160,61,612723,61,610103
124009,1409,LC160,61,612723,61,610103
124010,1409,LC320,51,511323,32,320100
124011,1409,LC334,62,623021,33,330326
124012,1409,LC165,13,130102,13,130100
124013,1409,LC334,62,620105,33,330326
124014,1409,LC163,43,430722,61,610113
124015,1409,LC112,61,612126,61,610500
124016,1409,LC031,13,130403,13,130400
124017,1409,LC091,61,612401,61,610700
124018,1409,LC091,61,612325,61,610700
124019,1409,LC091,61,612301,61,610700
124020,1409,LC160,61,610527,61,610103
124021,1409,LC160,61,610122,61,610103
124022,1409,LC004,61,610329,61,610300
124023,1409,LC091,61,612301,61,610700
124024,1409,LC091,61,612327,61,610700
124025,1409,LC091,61,612301,61,610700
124026,1409,LC004,61,610321,61,610300
124027,1409,LC091,61,612321,61,610700
124028,1409,LC339,44,441322,36,361100
124029,1409,LC160,61,612527,61,610103
124030,1409,LC160,61,612524,61,610103
124031,1409,LC345,43,430482,36,360400
124032,1409,LC091,61,612328,61,610700
124033,1409,LC199,37,372524,37,371500
124034,1409,LC169,61,610221,61,610200
124035,1409,LC091,61,612301,61,610700
124036,1409,LC339,44,440102,36,361100
124037,1409,LC031,13,130403,13,130400
124038,1409,LC327,34,340803,34,340100
124039,1409,LC022,33,330204,33,330100
124040,1409,LC344,45,450881,36,360100
124041,1409,LC113,41,412326,61,610400
124042,1409,LC160,61,612429,61,610103
124043,1409,LC160,61,610525,61,610103
124044,1409,LC056,62,620525,62,620100
124045,1409,LC018,14,142601,14,140800
124046,1409,LC056,62,620104,62,620100
124047,1409,LC160,45,452324,61,610103
124048,1409,LC160,61,612526,61,610103
124049,1409,LC018,14,142601,14,140800
124050,1409,LC338,35,350725,36,360100
124051,1409,LC091,61,612301,61,610700
124052,1409,LC327,62,622726,34,340100
124053,1409,LC344,33,330324,36,360100
124054,1409,LC199,37,371521,37,371500
124055,1409,LC018,14,142625,14,140800
124056,1409,LC340,32,320304,36,360900
124057,1409,LC340,34,342422,36,360900
124058,1409,LC346,41,412727,44,440304
124059,1409,LC346,41,412727,44,440304
124060,1409,LC346,44,441827,44,440304
124061,1409,LC340,31,310226,36,360900
124062,1409,LC331,36,362101,36,360700
124063,1409,LC018,14,141033,14,140800
124064,1409,LC320,51,511321,32,320100
124065,1409,LC320,51,510121,32,320100
124066,1409,LC349,62,622424,62,621100
124067,1409,LC200,37,370687,37,370600
124068,1409,LC091,61,612321,61,610700
124069,1409,LC091,61,612321,61,610700
124070,1409,LC091,61,612322,61,610700
124071,1409,LC091,61,612322,61,610700
124072,1409,LC018,14,142701,14,140800
124073,1409,LC344,36,362223,36,360100
124074,1409,LC282,62,620502,62,620500
124075,1409,LC163,13,130822,61,610113
124076,1409,LC001,61,610629,61,610103
124077,1409,LC326,41,410304,44,440300
124078,1409,LC344,15,152302,36,360100
124079,1409,LC091,61,612301,61,610700
124080,1409,LC091,61,612324,61,610700
124081,1409,LC091,61,612301,61,610700
124082,1409,LC091,61,612324,61,610700
124083,1409,LC346,52,522227,44,440304
124084,1409,LC091,61,612322,61,610700
124085,1409,LC091,61,612325,61,610700
124086,1409,LC326,45,452723,44,440300
124087,1409,LC344,36,362425,36,360100
124088,1409,LC091,61,612324,61,610700
124089,1409,LC091,61,612324,61,610700
124090,1409,LC337,61,610524,61,610113
124091,1409,LC091,61,612322,61,610700
124092,1409,LC091,61,612322,61,610700
124093,1409,LC091,61,612322,61,610700
124094,1409,LC091,61,612328,61,610700
124095,1409,LC160,61,610326,61,610103
124096,1409,LC160,53,532125,61,610103
124097,1409,LC091,61,612325,61,610700
124098,1409,LC091,61,612325,61,610700
124099,1409,LC091,61,612325,61,610700
124100,1409,LC091,61,612328,61,610700
124101,1409,LC091,61,612326,61,610700
124102,1409,LC091,61,612325,61,610700
124103,1409,LC031,13,130230,13,130400
124104,1409,LC031,13,130582,13,130400
124105,1409,LC200,37,370686,37,370600
124106,1409,LC338,44,440525,36,360100
124107,1409,LC024,64,642221,64,640100
124108,1409,LC112,61,610502,61,610500
124109,1409,LC344,36,362228,36,360100
124110,1409,LC344,36,360111,36,360100
124111,1409,LC160,62,622827,61,610103
124112,1409,LC091,61,612325,61,610700
124113,1409,LC091,61,612423,61,610700
124114,1409,LC091,61,612328,61,610700
124115,1409,LC091,61,612324,61,610700
124116,1409,LC091,61,612329,61,610700
124117,1409,LC091,61,612329,61,610700
124118,1409,LC091,61,612322,61,610700
124119,1409,LC160,61,610112,61,610103
124120,1409,LC160,61,610104,61,610103
124121,1409,LC349,62,622427,62,621100
124122,1409,LC091,61,612301,61,610700
124123,1409,LC165,13,130123,13,130100
124124,1409,LC030,43,430682,43,430100
124125,1409,LC113,61,610402,61,610400
124126,1409,LC344,45,450111,36,360100
124127,1409,LC160,61,610329,61,610103
124128,1409,LC344,33,330282,36,360100
124129,1409,LC344,33,330282,36,360100
124130,1409,LC344,33,330282,36,360100
124131,1409,LC344,33,330282,36,360100
124132,1409,LC344,33,330282,36,360100
124133,1409,LC326,43,432902,44,440300
124134,1409,LC344,33,330282,36,360100
124135,1409,LC106,32,321121,32,320500
124136,1409,LC344,33,330304,36,360100
124137,1409,LC345,43,430725,36,360400
124138,1409,LC057,32,320683,36,360100
124139,1409,LC004,61,610322,61,610300
124140,1409,LC004,62,622725,61,610300
124141,1409,LC326,51,510623,44,440300
124142,1409,LC004,62,622723,61,610300
124143,1409,LC172,44,441602,44,440106
124144,1409,LC172,44,441802,44,440106
124145,1409,LC160,61,610526,61,610103
124146,1409,LC331,36,362101,36,360700
124147,1409,LC200,37,370611,37,370600
124148,1409,LC113,61,610427,61,610400
124149,1409,LC282,62,620521,62,620500
124150,1409,LC001,62,622426,61,610103
124151,1409,LC337,61,610431,61,610113
124152,1409,LC282,62,620524,62,620500
124153,1409,LC199,37,371521,37,371500
124154,1409,LC091,61,612329,61,610700
124155,1409,LC106,32,321283,32,320500
124156,1409,LC344,36,362401,36,360100
124157,1409,LC113,61,610424,61,610400
124158,1409,LC340,36,362201,36,360900
124159,1409,LC159,44,441622,44,440303
124160,1409,LC112,61,612130,61,610500
124161,1409,LC199,37,372502,37,371500
124162,1409,LC328,61,610526,61,610104
124163,1409,LC113,61,610203,61,610400
124164,1409,LC113,61,610424,61,610400
124165,1409,LC340,36,362201,36,360900
124166,1409,LC327,34,342622,34,340100
124167,1409,LC165,13,130185,13,130100
124168,1409,LC199,37,370321,37,371500
124169,1409,LC199,37,372925,37,371500
124170,1409,LC091,61,612322,61,610700
124171,1409,LC001,61,610324,61,610103
124172,1409,LC002,61,612527,61,611000
124173,1409,LC334,42,420321,33,330326
124174,1409,LC160,61,610425,61,610103
124175,1409,LC018,14,142632,14,140800
124176,1409,LC009,61,610629,61,610600
124177,1409,LC200,37,370613,37,370600
124178,1409,LC200,37,370612,37,370600
124179,1409,LC165,13,130725,13,130100
124180,1409,LC091,61,612325,61,610700
124181,1409,LC165,13,130731,13,130100
124182,1409,LC337,61,610526,61,610113
124183,1409,LC091,61,612322,61,610700
124184,1409,LC334,41,411302,33,330326
124185,1409,LC009,61,610632,61,610600
124186,1409,LC106,32,320381,32,320500
124187,1409,LC031,13,130402,13,130400
124188,1409,LC200,37,370681,37,370600
124189,1409,LC199,37,371581,37,371500
124190,1409,LC056,62,620421,62,620100
124191,1409,LC340,36,362201,36,360900
124192,1409,LC116,61,612724,61,610800
124193,1409,LC320,50,500109,32,320100
124194,1409,LC320,51,510812,32,320100
124195,1409,LC056,62,620103,62,620100
124196,1409,LC320,62,622621,32,320100
124197,1409,LC091,61,612324,61,610700
124198,1409,LC091,51,513721,61,610700
124199,1409,LC165,13,130104,13,130100
124200,1409,LC033,61,612401,61,610900
124201,1409,LC160,61,610202,61,610103
124202,1409,LC160,61,610523,61,610103
124203,1409,LC024,64,640381,64,640100
124204,1409,LC160,61,610122,61,610103
124205,1409,LC199,37,370285,37,371500
124206,1409,LC200,37,370681,37,370600
124207,1409,LC200,37,370611,37,370600
124208,1409,LC338,62,620502,36,360100
124209,1409,LC106,32,320586,32,320500
124210,1409,LC338,62,620502,36,360100
124211,1409,LC010,61,610321,61,610400
124212,1409,LC160,61,610111,61,610103
124213,1409,LC031,13,130402,13,130400
124214,1409,LC001,61,612324,61,610103
124215,1409,LC200,37,370602,37,370600
124216,1409,LC200,37,370682,37,370600
124217,1409,LC004,61,610303,61,610300
124218,1409,LC330,61,610221,61,610113
124219,1409,LC106,32,320911,32,320500
124220,1409,LC024,34,342221,64,640100
124221,1409,LC200,37,370684,37,370600
124222,1409,LC002,61,612523,61,611000
124223,1409,LC002,61,612522,61,611000
124224,1409,LC160,61,610102,61,610103
124225,1409,LC199,37,371402,37,371500
124226,1409,LC199,37,371422,37,371500
124227,1409,LC001,62,620522,61,610103
124228,1409,LC106,15,152324,32,320500
124229,1409,LC165,13,130185,13,130100
124230,1409,LC091,61,612321,61,610700
124231,1409,LC091,61,612324,61,610700
124232,1409,LC091,61,612324,61,610700
124233,1409,LC018,14,142623,14,140800
124234,1409,LC091,61,610522,61,610700
124235,1409,LC091,61,612327,61,610700
124236,1409,LC091,61,612327,61,610700
124237,1409,LC330,61,610525,61,610113
124238,1409,LC160,61,610523,61,610103
124239,1409,LC344,36,362330,36,360100
124240,1409,LC116,61,612724,61,610800
124241,1409,LC338,36,360401,36,360100
124242,1409,LC344,36,360124,36,360100
124243,1409,LC200,37,370602,37,370600
124244,1409,LC160,61,610525,61,610103
124245,1409,LC057,32,320123,36,360100
124246,1409,LC334,61,610402,33,330326
124247,1409,LC113,61,610429,61,610400
124248,1409,LC004,61,610322,61,610300
124249,1409,LC113,61,610404,61,610400
124250,1409,LC024,64,640223,64,640100
124251,1409,LC113,61,610402,61,610400
124252,1409,LC160,61,612725,61,610103
124253,1409,LC004,61,610323,61,610300
124254,1409,LC160,51,511623,61,610103
124255,1409,LC113,61,610404,61,610400
124256,1409,LC004,61,610431,61,610300
124257,1409,LC160,41,411282,61,610103
124258,1409,LC004,61,610328,61,610300
124259,1409,LC056,62,620103,62,620100
124260,1409,LC160,62,622326,61,610103
124261,1409,LC330,61,610481,61,610113
124262,1409,LC010,61,610402,61,610400
124263,1409,LC010,61,610421,61,610400
124264,1409,LC320,50,500236,32,320100
124265,1409,LC169,61,610221,61,610200
124266,1409,LC010,61,610402,61,610400
124267,1409,LC282,62,620525,62,620500
124268,1409,LC160,14,142725,61,610103
124269,1409,LC113,14,142424,61,610400
124270,1409,LC160,61,610104,61,610103
124271,1409,LC031,13,130402,13,130400
124272,1409,LC199,37,371581,37,371500
124273,1409,LC056,62,620104,62,620100
124274,1409,LC056,62,620102,62,620100
124275,1409,LC160,61,610123,61,610103
124276,1409,LC337,61,610402,61,610113
124277,1409,LC200,37,370684,37,370600
124278,1409,LC200,37,370681,37,370600
124279,1409,LC160,61,610104,61,610103
124280,1409,LC160,61,612723,61,610103
124281,1409,LC057,36,360730,36,360100
124282,1409,LC160,61,610502,61,610103
124283,1409,LC160,61,612723,61,610103
124284,1409,LC160,61,612723,61,610103
124285,1409,LC160,61,610404,61,610103
124286,1409,LC160,61,612723,61,610103
124287,1409,LC343,61,610522,61,610582
124288,1409,LC160,61,612723,61,610103
124289,1409,LC343,61,610582,61,610582
124290,1409,LC349,62,622421,62,621100
124291,1409,LC160,61,610403,61,610103
124292,1409,LC001,61,610113,61,610103
124293,1409,LC320,51,513723,32,320100
124294,1409,LC340,14,140411,36,360900
124295,1409,LC340,62,622425,36,360900
124296,1409,LC346,44,441822,44,440304
124297,1409,LC004,62,622722,61,610300
124298,1409,LC340,31,310226,36,360900
124299,1409,LC340,44,445122,36,360900
124300,1409,LC091,61,612322,61,610700
124301,1409,LC200,37,370602,37,370600
124302,1409,LC324,15,150430,15,150100
124303,1409,LC018,14,142201,14,140800
124304,1409,LC056,62,620122,62,620100
124305,1409,LC056,62,620103,62,620100
124306,1409,LC160,61,610602,61,610103
124307,1409,LC160,14,142233,61,610103
124308,1409,LC160,61,610630,61,610103
124309,1409,LC160,61,612722,61,610103
124310,1409,LC160,61,612723,61,610103
124311,1409,LC199,37,371523,37,371500
124312,1409,LC160,61,610121,61,610103
124313,1409,LC004,61,610324,61,610300
124314,1409,LC091,61,612323,61,610700
124315,1409,LC338,34,340123,36,360100
124316,1409,LC344,36,360121,36,360100
124317,1409,LC160,61,610203,61,610103
124318,1409,LC160,61,610125,61,610103
124319,1409,LC320,61,610322,32,320100
124320,1409,LC056,62,622727,62,620100
124321,1409,LC320,51,513222,32,320100
124322,1409,LC018,14,142724,14,140800
124323,1409,LC160,61,610425,61,610103
